"voterbase_id","score"
"MO-000000130902",0.989239692
"MO-000000131232",0.6688895
"MO-000000131274",0.2011186
"MO-000000131979",0.995763497
"MO-000000131988",0.999391453
"MO-000000132078",0.981229478
"MO-000000132524",0.994107882
"MO-000000132575",0.70963308
"MO-000000132654",0.05696577
"MO-000000133345",0.81832953
"MO-000000133650",0.9972889703
"MO-000000134755",0.66452247
"MO-000000134935",0.9210503
"MO-000000135406",0.9982300214
"MO-000000135617",0.9955509976
"MO-000000135855",0.981913105
"MO-000000136628",0.98090946
"MO-000000136805",0.91855077
"MO-000000137348",0.1513976
"MO-000000137357",0.9987769851
"MO-000000137425",0.89038543
"MO-000000137791",0.992574942
"MO-000000137995",0.95494977
"MO-000000138502",0.9991161308
"MO-000000138563",0.81597136
"MO-000000138964",0.9989448462
"MO-000000138986",0.989714787
"MO-000000139128",0.985874247
"MO-000000139587",0.972513432
"MO-000000139854",0.157448
"MO-000000139918",0.994520497
"MO-000000140486",0.9948305874
"MO-000000140592",0.99965418648
"MO-000000141541",0.984416624
"MO-000000142160",0.6316249
"MO-000000143233",0.975596853
"MO-000000143931",0.9954945617
"MO-000000144025",0.9988330635
"MO-000000144199",0.971085008
"MO-000000144244",0.2400208
"MO-000000144992",0.98946754
"MO-000000145206",0.05979466
"MO-000000145522",0.975226928
"MO-000000145800",0.994142478
"MO-000000146052",0.0844119
"MO-000000146070",0.976840483
"MO-000000146148",0.9967917684
"MO-000000146173",0.998790879
"MO-000000147041",0.9986159429
"MO-000000147370",0.96410647
"MO-000000147537",0.91514993
"MO-000000147823",0.981317699
"MO-000000147999",0.99952147246
"MO-000000148635",0.9994969532
"MO-000000148838",0.9936145535
"MO-000000149147",0.80429977
"MO-000000149382",0.99915221863
"MO-000000149534",0.9979140614
"MO-000000149870",0.9970723998
"MO-000000150638",0.989468546
"MO-000000150862",0.33444405
"MO-000000151627",0.99711126
"MO-000000151876",0.78683579
"MO-000000152465",0.982643865
"MO-000000152500",0.9982339044
"MO-000000153451",0.965734456
"MO-000000153456",0.2430005
"MO-000000153699",0.83412583
"MO-000000153958",0.0266011
"MO-000000155038",0.9993751946
"MO-000000155329",0.78889075
"MO-000000155464",0.995816366
"MO-000000155538",0.9982633088
"MO-000000155620",0.9977533277
"MO-000000155704",0.61072767
"MO-000000155877",0.9963570118
"MO-000000156045",0.64161986
"MO-000000156108",0.89390673
"MO-000000156126",0.9978387747
"MO-000000156615",0.961215585
"MO-000000156726",0.97501324
"MO-000000157825",0.9974951525
"MO-000000158782",0.930468254
"MO-000000158983",0.96872408
"MO-000000159139",0.984923989
"MO-000000159250",0.9978844535
"MO-000000159782",0.981292507
"MO-000000160186",0.9219981
"MO-000000160215",0.93811769
"MO-000000160261",0.991495983
"MO-000000161006",0.95107128
"MO-000000161204",0.9970858884
"MO-000000161241",0.998758827
"MO-000000161393",0.1977262
"MO-000000161576",0.995940032
"MO-000000162016",0.96535578
"MO-000000162255",0.9974283883
"MO-000000163590",0.9978078043
"MO-000000164708",0.99959766015
"MO-000000166669",0.987586121
"MO-000000167748",0.9990152817
"MO-000000167837",0.9994345459
"MO-000000168052",0.9981841366
"MO-000000168334",0.76037198
"MO-000000168632",0.9987116267
"MO-000000168755",0.9946266925
"MO-000000169265",0.92698273
"MO-000000169267",0.65532115
"MO-000000169472",0.9971196998
"MO-000000169476",0.995036761
"MO-000000169898",0.9971491364
"MO-000000170244",0.9965822014
"MO-000000170278",0.985630082
"MO-000000170391",0.9950824133
"MO-000000170510",0.995512114
"MO-000000170858",0.9984773514
"MO-000000172289",0.83962893
"MO-000000172505",0.9946761867
"MO-000000172538",0.90112307
"MO-000000173207",0.9969962395
"MO-000000174128",0.995244283
"MO-000000174189",0.3028017
"MO-000000174662",0.43167007
"MO-000000175191",0.98125534
"MO-000000175391",0.9990136094
"MO-000000175828",0.988644352
"MO-000000177061",0.946854025
"MO-000000177364",0.965789437
"MO-000000178159",0.0356686
"MO-000000178184",0.985078322
"MO-000000178301",0.995782406
"MO-000000178801",0.9972211714
"MO-000000178891",0.986161323
"MO-000000179101",0.9969016935
"MO-000000180102",0.85569742
"MO-000000180178",0.90641945
"MO-000000180751",0.5850225
"MO-000000181020",0.85582577
"MO-000000181342",0.15182865
"MO-000000181372",0.59187114
"MO-000000181466",0.994907362
"MO-000000181552",0.987853071
"MO-000000181859",0.995584061
"MO-000000182261",0.84157962
"MO-000000182418",0.9928816287
"MO-000000182626",0.87001541
"MO-000000183463",0.28587097
"MO-000000184260",0.9950938164
"MO-000000184512",0.965493847
"MO-000000185127",0.43801624
"MO-000000185343",0.75090481
"MO-000000185460",0.988450514
"MO-000000185962",0.87370671
"MO-000000186458",0.980663173
"MO-000000186727",0.974546652
"MO-000000186979",0.990749589
"MO-000000187604",0.987883084
"MO-000000187995",0.9942065636
"MO-000000188078",0.993407294
"MO-000000188268",0.985812423
"MO-000000189087",0.9152094
"MO-000000189121",0.94221523
"MO-000000189131",0.994636477
"MO-000000189215",0.9984204277
"MO-000000189316",0.951282807
"MO-000000189746",0.949688766
"MO-000000189911",0.955171727
"MO-000000190016",0.9983022647
"MO-000000190626",0.4938489
"MO-000000190634",0.1890464
"MO-000000190684",0.9951876467
"MO-000000190935",0.991850094
"MO-000000191066",0.9969175872
"MO-000000191123",0.0458088
"MO-000000191441",0.919555314
"MO-000000191713",0.9948007073
"MO-000000191938",0.2156411
"MO-000000191978",0.897666804
"MO-000000192664",0.1111776
"MO-000000193158",0.9981287541
"MO-000000193409",0.9980433981
"MO-000000193415",0.9968810694
"MO-000000193773",0.9940995025
"MO-000000194577",0.0510894
"MO-000000195571",0.90260692
"MO-000000195731",0.99968514746
"MO-000000196088",0.9936151053
"MO-000000196273",0.96699231
"MO-000000197293",0.988167342
"MO-000000198214",0.974812683
"MO-000000198658",0.9983068223
"MO-000000199318",0.877435364
"MO-000000199565",0.989456576
"MO-000000199609",0.990102071
"MO-000000199908",0.9959002323
"MO-000000201515",0.6056384
"MO-000000201612",0.50484654
"MO-000000202030",0.23207897
"MO-000000202306",0.914641425
"MO-000000202335",0.998778395
"MO-000000202579",0.6483998
"MO-000000202586",0.1551654
"MO-000000202804",0.967247736
"MO-000000203251",0.9981230821
"MO-000000203378",0.0214999
"MO-000000203418",0.2824353
"MO-000000204050",0.987972902
"MO-000000204540",0.93492285
"MO-000000205003",0.974683177
"MO-000000205280",0.931052454
"MO-000000205326",0.989013326
"MO-000000206338",0.9988907897
"MO-000000206350",0.56414115
"MO-000000206887",0.9854850555
"MO-000000206901",0.9321791
"MO-000000207287",0.9927098593
"MO-000000207657",0.976810658
"MO-000000207739",0.84210049
"MO-000000208083",0.1034387
"MO-000000208906",0.89217566
"MO-000000209329",0.967867006
"MO-000000209431",0.1689145
"MO-000000209476",0.950098876
"MO-000000209540",0.908050545
"MO-000000210416",0.10654813
"MO-000000211235",0.3480556
"MO-000000212028",0.19568163
"MO-000000212181",0.06888634
"MO-000000212371",0.99346499
"MO-000000212793",0.07717526
"MO-000000213450",0.96572517
"MO-000000214187",0.85296336
"MO-000000214557",0.4281971
"MO-000000215395",0.82480974
"MO-000000216068",0.707589
"MO-000000216328",0.9861548925
"MO-000000216581",0.9932569657
"MO-000000216738",0.993106511
"MO-000000216849",0.91231827
"MO-000000216982",0.993196207
"MO-000000217000",0.0949159
"MO-000000217258",0.45318574
"MO-000000217604",0.93580773
"MO-000000218242",0.876661465
"MO-000000218506",0.2493384
"MO-000000219330",0.0458101
"MO-000000219442",0.97663871
"MO-000000219480",0.9980242748
"MO-000000219649",0.91090053
"MO-000000220394",0.86227685
"MO-000000220843",0.69126782
"MO-000000221283",0.968758943
"MO-000000221576",0.87527712
"MO-000000221679",0.976655187
"MO-000000222717",0.95560424
"MO-000000222985",0.995731221
"MO-000000223177",0.991366857
"MO-000000224159",0.980851019
"MO-000000225241",0.1688335
"MO-000000225446",0.981715405
"MO-000000226591",0.16940826
"MO-000000226695",0.0119419
"MO-000000226879",0.0419967
"MO-000000227254",0.78974463
"MO-000000228495",0.6853146
"MO-000000229291",0.0879798
"MO-000000229631",0.43153197
"MO-000000229824",0.956536625
"MO-000000230080",0.1041967
"MO-000000231538",0.6945993
"MO-000000231978",0.970777912
"MO-000000232609",0.99289806
"MO-000000235217",0.4013114
"MO-000000235385",0.995893163
"MO-000000236421",0.883120954
"MO-000000236690",0.881474726
"MO-000000236739",0.74562067
"MO-000000237011",0.0253248
"MO-000000237244",0.17802405
"MO-000000237641",0.991954983
"MO-000000237995",0.979905391
"MO-000000238365",0.5533486
"MO-000000238739",0.063473
"MO-000000239159",0.85525462
"MO-000000239186",0.08847785
"MO-000000239224",0.69626644
"MO-000000239312",0.72210738
"MO-000000239542",0.989786646
"MO-000000239947",0.956273723
"MO-000000240177",0.5482366
"MO-000000240319",0.20824623
"MO-000000240488",0.9990588902
"MO-000000240953",0.50935513
"MO-000000241182",0.6492062
"MO-000000241189",0.00422230000000001
"MO-000000241482",0.976038344
"MO-000000241849",0.90985819
"MO-000000241996",0.19776875
"MO-000000242101",0.91437646
"MO-000000242747",0.4994486
"MO-000000242781",0.9951815363
"MO-000000242803",0.01736885
"MO-000000242875",0.9975787671
"MO-000000242972",0.92890196
"MO-000000243525",0.986127933
"MO-000000243693",0.0265201
"MO-000000244512",0.992027962
"MO-000000245072",0.993786088
"MO-000000245623",0.987244781
"MO-000000246197",0.68235192
"MO-000000246234",0.975546919
"MO-000000246712",0.964855928
"MO-000000246853",0.3784069
"MO-000000247967",0.952796858
"MO-000000249366",0.98391898
"MO-000000249579",0.81363389
"MO-000000249852",0.0686793
"MO-000000249946",0.1053742
"MO-000000250200",0.6588352
"MO-000000250473",0.9980887874
"MO-000000251271",0.96369273
"MO-000000251758",0.22627336
"MO-000000252339",0.995304675
"MO-000000252424",0.96759904
"MO-000000253745",0.74443468
"MO-000000253765",0.981984414
"MO-000000254228",0.85476391
"MO-000000255424",0.9936743155
"MO-000000256304",0.987008964
"MO-000000256630",0.9959664205
"MO-000000256891",0.1306266
"MO-000000258097",0.9985243845
"MO-000000258866",0.99912320875
"MO-000000259447",0.6005317
"MO-000000259509",0.9933577552
"MO-000000259519",0.999444885
"MO-000000259789",0.9948814195
"MO-000000259909",0.56009027
"MO-000000259964",0.972524473
"MO-000000260022",0.9964474167
"MO-000000260207",0.9929159186
"MO-000000260605",0.97578865
"MO-000000260721",0.99959374362
"MO-000000260828",0.83248715
"MO-000000261038",0.967938114
"MO-000000261115",0.99966682098
"MO-000000261170",0.99960678595
"MO-000000261469",0.983922338
"MO-000000261962",0.983073505
"MO-000000262403",0.87978813
"MO-000000262459",0.882785164
"MO-000000262482",0.9985684261
"MO-000000262919",0.998652163
"MO-000000263384",0.99981961201
"MO-000000263878",0.99925019353
"MO-000000264300",0.2104129
"MO-000000264375",0.981492441
"MO-000000264518",0.997302834
"MO-000000264607",0.73393825
"MO-000000265049",0.9978521476
"MO-000000265335",0.9990175738
"MO-000000265596",0.996714207
"MO-000000266468",0.975967538
"MO-000000266614",0.9979868385
"MO-000000266882",0.973904846
"MO-000000266985",0.9928541435
"MO-000000267259",0.99943336466
"MO-000000267287",0.99982922935
"MO-000000267363",0.9993806489
"MO-000000267423",0.9988446017
"MO-000000267980",0.99217686
"MO-000000268381",0.9990760296
"MO-000000268826",0.9986343998
"MO-000000269097",0.68643638
"MO-000000269264",0.994336017
"MO-000000269396",0.9985771999
"MO-000000269669",0.899506174
"MO-000000270092",0.997430612
"MO-000000270129",0.9997505126
"MO-000000270212",0.9990526396
"MO-000000270312",0.9987978591
"MO-000000270759",0.88483898
"MO-000000270777",0.99962287908
"MO-000000270961",0.50495818
"MO-000000270980",0.9925256376
"MO-000000271630",0.93365101
"MO-000000271846",0.973619783
"MO-000000271987",0.9979216151
"MO-000000272226",0.992523182
"MO-000000272445",0.99897383
"MO-000000272528",0.9993792953
"MO-000000272625",0.99958815507
"MO-000000272652",0.4671491
"MO-000000272707",0.99976448026
"MO-000000273020",0.9993496544
"MO-000000273158",0.0408741
"MO-000000273446",0.960108634
"MO-000000273747",0.989807801
"MO-000000273769",0.99979105976
"MO-000000273789",0.9985007099
"MO-000000273804",0.87151608
"MO-000000273919",0.9975282538
"MO-000000274070",0.999639333
"MO-000000274260",0.9956180314
"MO-000000274416",0.9986651866
"MO-000000274627",0.976284817
"MO-000000274630",0.9972635356
"MO-000000274800",0.989935838
"MO-000000274986",0.9993087185
"MO-000000275930",0.9990915493
"MO-000000276242",0.979636433
"MO-000000276571",0.995074742
"MO-000000278714",0.9982211293
"MO-000000279626",0.964681327
"MO-000000279664",0.9975032462
"MO-000000279711",0.95042772
"MO-000000279843",0.994509457
"MO-000000280098",0.937718112
"MO-000000280996",0.9961456729
"MO-000000281818",0.904721096
"MO-000000282488",0.991501399
"MO-000000282705",0.971488858
"MO-000000282774",0.9968855497
"MO-000000284159",0.9979847998
"MO-000000284249",0.9998361189
"MO-000000284611",0.9977922512
"MO-000000285059",0.92057071
"MO-000000285186",0.5708144
"MO-000000285491",0.9933750904
"MO-000000285865",0.9932410163
"MO-000000285991",0.948329937
"MO-000000286038",0.9993812539
"MO-000000286201",0.9991311212
"MO-000000286288",0.9990685855
"MO-000000286933",0.99904834875
"MO-000000286951",0.985477214
"MO-000000287176",0.995695391
"MO-000000287471",0.99767818
"MO-000000287801",0.9965968977
"MO-000000287935",0.996991415
"MO-000000288055",0.9963247506
"MO-000000288084",0.990993674
"MO-000000288189",0.985147622
"MO-000000288626",0.9982755122
"MO-000000288654",0.99959603522
"MO-000000289379",0.94395064
"MO-000000289810",0.72942016
"MO-000000290557",0.990845637
"MO-000000291024",0.942059927
"MO-000000291443",0.9789221
"MO-000000291824",0.966077875
"MO-000000292207",0.50555995
"MO-000000292717",0.9946078984
"MO-000000292890",0.5669534
"MO-000000293516",0.997290197
"MO-000000293668",0.05457056
"MO-000000293706",0.1847761
"MO-000000294013",0.9939099816
"MO-000000294711",0.65778583
"MO-000000294985",0.945019607
"MO-000000296375",0.986883278
"MO-000000297098",0.1299139
"MO-000000297120",0.90210506
"MO-000000297585",0.9993607861
"MO-000000297638",0.9931169366
"MO-000000297757",0.1519471
"MO-000000297864",0.989794934
"MO-000000298591",0.7667202
"MO-000000300351",0.6444494
"MO-000000300638",0.975656053
"MO-000000300768",0.997389012
"MO-000000300868",0.66683748
"MO-000000301109",0.985010512
"MO-000000301365",0.993753095
"MO-000000301455",0.962088615
"MO-000000301675",0.983673846
"MO-000000301908",0.982614141
"MO-000000302188",0.75981337
"MO-000000302243",0.982319396
"MO-000000302594",0.97000291
"MO-000000302844",0.943974677
"MO-000000302973",0.0372441
"MO-000000304201",0.9927380374
"MO-000000305453",0.83682305
"MO-000000305498",0.97293572
"MO-000000305764",0.946911156
"MO-000000306025",0.81361517
"MO-000000306206",0.79133685
"MO-000000306419",0.9894530345
"MO-000000307393",0.0360041
"MO-000000308567",0.987367553
"MO-000000309340",0.9974376133
"MO-000000309473",0.982269738
"MO-000000309782",0.94825963
"MO-000000309859",0.995380734
