year,inc,fr,po1,po2,redist,state,dist,dexp_cat_gran,rexp_cat_gran,dexp_cat,rexp_cat,dpres_cat,dvp_cat
a1980,b0,c0,d0.0,e0.0,f0,g22,h2,i2.0,j2.0,k1.0,l1.0,m11.0,n5.0
a1980,b1,c1,d0.0,e0.0,f0,g22,h3,i4.0,j6.0,k1.0,l2.0,m8.0,n19.0
a1980,b0,c0,d0.0,e0.0,f0,g22,h4,i0.0,j1.0,k0.0,l0.0,m6.0,n4.0
a1980,b0,c0,d0.0,e0.0,f0,g22,h5,i2.0,j4.0,k1.0,l1.0,m7.0,n16.0
a1980,b1,c0,d0.0,e0.0,f0,g22,h6,i2.0,j4.0,k1.0,l1.0,m9.0,n23.0
a1980,b1,c0,d5.0,e2.0,f0,g22,h7,i0.0,j2342.0,k0.0,l2342.0,m20.0,n30.0
a1980,b1,c0,d0.0,e0.0,f0,g22,h8,i1.0,j1.0,k0.0,l0.0,m10.0,n27.0
a1980,b0,c0,d5.0,e2.0,f0,g22,h9,i2342.0,j2.0,k2342.0,l1.0,m6.0,n5.0
a1980,b1,c1,d1.0,e4.0,f0,g22,h10,i4.0,j5.0,k1.0,l2.0,m7.0,n19.0
a1980,b0,c1,d1.0,e0.0,f0,g22,h11,i0.0,j2.0,k0.0,l1.0,m11.0,n11.0
a1980,b1,c0,d0.0,e0.0,f0,g22,h12,i1.0,j1.0,k0.0,l0.0,m9.0,n22.0
a1980,b2,c9,d2.0,e0.0,f0,g22,h13,i0.0,j0.0,k0.0,l0.0,m33.0,n30.0
a1980,b2,c9,d2.0,e5.0,f0,g22,h14,i2.0,j3.0,k1.0,l1.0,m13.0,n28.0
a1980,b1,c0,d0.0,e0.0,f0,g22,h15,i2.0,j0.0,k1.0,l0.0,m15.0,n31.0
a1980,b1,c0,d0.0,e0.0,f0,g22,h16,i2.0,j0.0,k1.0,l0.0,m18.0,n30.0
a1980,b1,c0,d0.0,e0.0,f0,g22,h17,i0.0,j0.0,k0.0,l0.0,m23.0,n2342.0
a1980,b1,c0,d0.0,e0.0,f0,g22,h18,i2.0,j0.0,k1.0,l0.0,m11.0,n30.0
a1980,b0,c0,d0.0,e0.0,f0,g22,h19,i0.0,j1.0,k0.0,l0.0,m6.0,n4.0
a1980,b0,c1,d0.0,e0.0,f0,g23,h1,i0.0,j2.0,k0.0,l1.0,m13.0,n10.0
a1980,b0,c0,d0.0,e0.0,f0,g23,h2,i2.0,j2.0,k1.0,l1.0,m10.0,n4.0
a1980,b0,c0,d0.0,e0.0,f0,g23,h3,i0.0,j2.0,k0.0,l1.0,m14.0,n6.0
a1980,b1,c0,d0.0,e0.0,f0,g23,h4,i2.0,j4.0,k1.0,l1.0,m26.0,n24.0
a1980,b1,c1,d0.0,e0.0,f0,g23,h5,i1.0,j0.0,k0.0,l0.0,m27.0,n26.0
a1980,b2,c9,d0.0,e0.0,f0,g23,h6,i2.0,j5.0,k1.0,l2.0,m10.0,n23.0
a1980,b0,c0,d1.0,e4.0,f0,g23,h7,i3.0,j3.0,k1.0,l1.0,m11.0,n11.0
a1980,b1,c0,d0.0,e0.0,f0,g23,h8,i2.0,j0.0,k1.0,l0.0,m26.0,n2342.0
a1980,b1,c0,d0.0,e0.0,f0,g24,h1,i2.0,j2.0,k1.0,l1.0,m23.0,n28.0
a1980,b1,c0,d0.0,e0.0,f0,g24,h2,i1.0,j0.0,k0.0,l0.0,m21.0,n26.0
a1980,b1,c0,d5.0,e2.0,f0,g24,h3,i0.0,j2342.0,k0.0,l2342.0,m14.0,n33.0
a1980,b0,c1,d0.0,e0.0,f0,g24,h4,i2.0,j3.0,k1.0,l1.0,m14.0,n6.0
a1980,b0,c0,d0.0,e0.0,f0,g24,h5,i1.0,j2.0,k0.0,l1.0,m8.0,n2342.0
a1980,b1,c0,d0.0,e0.0,f0,g25,h1,i1.0,j0.0,k0.0,l0.0,m30.0,n28.0
a1980,b1,c0,d0.0,e0.0,f0,g25,h2,i2.0,j1.0,k1.0,l0.0,m9.0,n23.0
a1980,b1,c0,d0.0,e0.0,f0,g25,h3,i2.0,j0.0,k1.0,l0.0,m12.0,n31.0
a1980,b1,c0,d0.0,e0.0,f0,g25,h4,i2.0,j0.0,k1.0,l0.0,m11.0,n29.0
a1980,b1,c0,d1.0,e4.0,f0,g25,h5,i2.0,j0.0,k1.0,l0.0,m26.0,n29.0
a1980,b0,c0,d1.0,e4.0,f0,g25,h6,i0.0,j2.0,k0.0,l1.0,m11.0,n10.0
a1980,b0,c0,d0.0,e0.0,f0,g25,h7,i0.0,j1.0,k0.0,l0.0,m7.0,n7.0
a1980,b2,c9,d4.0,e7.0,f0,g25,h8,i2.0,j4.0,k1.0,l1.0,m8.0,n25.0
a1980,b1,c0,d0.0,e0.0,f0,g25,h9,i2.0,j2.0,k1.0,l1.0,m9.0,n29.0
a1980,b1,c0,d0.0,e0.0,f0,g25,h10,i3.0,j3.0,k1.0,l1.0,m11.0,n27.0
a1980,b1,c1,d1.0,e4.0,f0,g26,h1,i2.0,j0.0,k1.0,l0.0,m7.0,n24.0
a1980,b0,c0,d0.0,e0.0,f0,g26,h2,i0.0,j3.0,k0.0,l1.0,m6.0,n10.0
a1980,b0,c1,d0.0,e0.0,f0,g27,h1,i0.0,j2.0,k0.0,l1.0,m5.0,n9.0
a1980,b2,c9,d2.0,e0.0,f0,g27,h2,i2.0,j4.0,k1.0,l1.0,m5.0,n20.0
a1980,b0,c0,d0.0,e0.0,f0,g27,h3,i0.0,j1.0,k0.0,l0.0,m3.0,n2.0
a1980,b1,c0,d0.0,e0.0,f0,g28,h1,i4.0,j1.0,k1.0,l0.0,m5.0,n29.0
a1980,b1,c0,d1.0,e4.0,f0,g29,h1,i2.0,j1.0,k1.0,l0.0,m5.0,n26.0
a1980,b3,c9,d4.0,e6.0,f0,g29,h2,i2.0,j2.0,k1.0,l1.0,m6.0,n5.0
a1980,b1,c0,d0.0,e0.0,f0,g30,h1,i3.0,j0.0,k1.0,l0.0,m13.0,n30.0
a1980,b1,c0,d1.0,e0.0,f0,g30,h2,i2.0,j2.0,k1.0,l1.0,m8.0,n27.0
a1980,b1,c0,d1.0,e4.0,f0,g30,h3,i3.0,j2.0,k1.0,l1.0,m7.0,n23.0
a1980,b1,c0,d0.0,e0.0,f0,g30,h4,i2.0,j1.0,k1.0,l0.0,m14.0,n26.0
a1980,b0,c0,d0.0,e0.0,f0,g30,h5,i0.0,j0.0,k0.0,l0.0,m7.0,n4.0
a1980,b0,c0,d0.0,e0.0,f0,g30,h6,i2.0,j2.0,k1.0,l1.0,m7.0,n7.0
a1980,b1,c0,d1.0,e0.0,f0,g30,h7,i4.0,j5.0,k1.0,l2.0,m7.0,n20.0
a1980,b1,c0,d1.0,e0.0,f0,g30,h8,i2.0,j0.0,k1.0,l0.0,m10.0,n29.0
a1980,b0,c0,d0.0,e0.0,f0,g30,h9,i2.0,j2.0,k1.0,l1.0,m7.0,n10.0
a1980,b1,c0,d0.0,e0.0,f0,g30,h10,i3.0,j0.0,k1.0,l0.0,m30.0,n32.0
a1980,b1,c0,d0.0,e0.0,f0,g30,h11,i1.0,j0.0,k0.0,l0.0,m10.0,n29.0
a1980,b0,c0,d0.0,e0.0,f0,g30,h12,i0.0,j3.0,k0.0,l1.0,m9.0,n4.0
a1980,b0,c1,d0.0,e0.0,f0,g30,h13,i0.0,j2.0,k0.0,l1.0,m5.0,n14.0
a1980,b1,c1,d0.0,e0.0,f0,g30,h14,i2.0,j1.0,k1.0,l0.0,m21.0,n30.0
a1980,b2,c9,d2.0,e5.0,f0,g30,h15,i2.0,j1.0,k1.0,l0.0,m12.0,n19.0
a1980,b0,c0,d0.0,e0.0,f0,g31,h1,i3.0,j2.0,k1.0,l1.0,m9.0,n7.0
a1980,b2,c9,d3.0,e6.0,f0,g31,h2,i1.0,j1.0,k0.0,l0.0,m7.0,n2342.0
a1980,b0,c1,d0.0,e0.0,f0,g32,h1,i2.0,j2.0,k1.0,l1.0,m7.0,n9.0
a1980,b1,c0,d0.0,e0.0,f0,g32,h2,i2.0,j1.0,k1.0,l0.0,m7.0,n22.0
a1980,b1,c0,d1.0,e1.0,f0,g32,h3,i2.0,j3.0,k1.0,l1.0,m7.0,n19.0
a1980,b0,c0,d0.0,e0.0,f0,g32,h4,i0.0,j2.0,k0.0,l1.0,m6.0,n5.0
a1980,b3,c9,d4.0,e7.0,f0,g32,h5,i4.0,j3.0,k1.0,l1.0,m9.0,n9.0
a1980,b1,c0,d0.0,e0.0,f0,g32,h6,i2.0,j5.0,k1.0,l2.0,m8.0,n27.0
a1980,b1,c0,d5.0,e2.0,f0,g32,h7,i2.0,j2342.0,k1.0,l2342.0,m27.0,n2342.0
a1980,b1,c0,d0.0,e0.0,f0,g32,h8,i0.0,j0.0,k0.0,l0.0,m20.0,n31.0
a1980,b1,c1,d1.0,e4.0,f0,g32,h9,i1.0,j0.0,k0.0,l0.0,m8.0,n22.0
a1980,b1,c0,d5.0,e2.0,f0,g32,h10,i0.0,j2342.0,k0.0,l2342.0,m21.0,n2342.0
a1980,b1,c0,d0.0,e0.0,f0,g32,h11,i1.0,j0.0,k0.0,l0.0,m23.0,n30.0
a1980,b1,c0,d0.0,e0.0,f0,g32,h12,i0.0,j0.0,k0.0,l0.0,m31.0,n32.0
a1980,b1,c0,d0.0,e0.0,f0,g32,h13,i0.0,j0.0,k0.0,l0.0,m16.0,n31.0
a1980,b1,c0,d0.0,e0.0,f0,g32,h14,i2.0,j0.0,k1.0,l0.0,m30.0,n31.0
a1980,b1,c0,d0.0,e0.0,f0,g32,h15,i2.0,j2.0,k1.0,l1.0,m11.0,n29.0
a1980,b2,c9,d4.0,e5.0,f0,g32,h16,i3.0,j0.0,k1.0,l0.0,m24.0,n32.0
a1980,b1,c0,d1.0,e4.0,f0,g32,h17,i3.0,j2.0,k1.0,l1.0,m12.0,n26.0
a1980,b0,c1,d0.0,e0.0,f0,g32,h18,i3.0,j3.0,k1.0,l1.0,m23.0,n12.0
a1980,b1,c0,d5.0,e2.0,f0,g32,h19,i1.0,j2342.0,k0.0,l2342.0,m32.0,n2342.0
a1980,b1,c0,d0.0,e0.0,f0,g32,h20,i0.0,j0.0,k0.0,l0.0,m29.0,n31.0
a1980,b1,c1,d5.0,e2.0,f0,g32,h21,i2.0,j2342.0,k1.0,l2342.0,m33.0,n2342.0
a1980,b1,c0,d0.0,e0.0,f0,g32,h22,i0.0,j0.0,k0.0,l0.0,m28.0,n31.0
a1980,b1,c1,d1.0,e0.0,f0,g32,h23,i1.0,j1.0,k0.0,l0.0,m10.0,n20.0
a1980,b1,c0,d1.0,e0.0,f0,g32,h24,i2.0,j0.0,k1.0,l0.0,m9.0,n23.0
a1980,b0,c0,d0.0,e0.0,f0,g32,h25,i0.0,j1.0,k0.0,l0.0,m6.0,n3.0
a1980,b0,c0,d0.0,e0.0,f0,g32,h26,i0.0,j2.0,k0.0,l1.0,m7.0,n5.0
a1980,b1,c0,d0.0,e0.0,f0,g32,h27,i4.0,j2.0,k1.0,l1.0,m10.0,n23.0
a1980,b1,c0,d0.0,e0.0,f0,g32,h28,i0.0,j0.0,k0.0,l0.0,m23.0,n30.0
a1980,b0,c1,d0.0,e0.0,f0,g32,h29,i0.0,j2.0,k0.0,l1.0,m7.0,n11.0
a1980,b3,c9,d4.0,e7.0,f0,g32,h30,i1.0,j3.0,k0.0,l1.0,m11.0,n8.0
a1980,b0,c0,d0.0,e0.0,f0,g32,h31,i0.0,j1.0,k0.0,l0.0,m10.0,n2342.0
a1980,b2,c9,d0.0,e0.0,f0,g32,h32,i0.0,j2.0,k0.0,l1.0,m9.0,n21.0
a1980,b0,c1,d0.0,e0.0,f0,g32,h33,i0.0,j2.0,k0.0,l1.0,m9.0,n9.0
a1980,b0,c0,d0.0,e0.0,f0,g32,h34,i0.0,j0.0,k0.0,l0.0,m20.0,n2342.0
a1980,b0,c0,d0.0,e0.0,f0,g32,h35,i0.0,j0.0,k0.0,l0.0,m14.0,n4.0
a1980,b1,c0,d1.0,e0.0,f0,g32,h36,i1.0,j0.0,k0.0,l0.0,m16.0,n30.0
a1980,b1,c0,d0.0,e0.0,f0,g32,h37,i0.0,j0.0,k0.0,l0.0,m29.0,n31.0
a1980,b0,c0,d1.0,e0.0,f0,g32,h38,i0.0,j2.0,k0.0,l1.0,m13.0,n2342.0
a1980,b1,c0,d0.0,e0.0,f0,g32,h39,i2.0,j1.0,k1.0,l0.0,m8.0,n24.0
a1980,b1,c0,d5.0,e2.0,f0,g33,h1,i0.0,j2342.0,k0.0,l2342.0,m20.0,n31.0
a1980,b1,c0,d0.0,e0.0,f0,g33,h2,i0.0,j0.0,k0.0,l0.0,m24.0,n30.0
a1980,b1,c0,d0.0,e0.0,f0,g33,h3,i0.0,j0.0,k0.0,l0.0,m19.0,n29.0
a1980,b1,c0,d0.0,e0.0,f0,g33,h4,i1.0,j1.0,k0.0,l0.0,m15.0,n2342.0
a1980,b1,c0,d1.0,e4.0,f0,g33,h5,i2.0,j2.0,k1.0,l1.0,m10.0,n22.0
a1980,b1,c0,d0.0,e0.0,f0,g33,h6,i3.0,j4.0,k1.0,l1.0,m12.0,n28.0
a1980,b1,c0,d1.0,e0.0,f0,g33,h7,i1.0,j0.0,k0.0,l0.0,m23.0,n28.0
a1980,b1,c0,d0.0,e0.0,f0,g33,h8,i1.0,j0.0,k0.0,l0.0,m12.0,n24.0
a1980,b0,c0,d1.0,e0.0,f0,g33,h9,i1.0,j3.0,k0.0,l1.0,m14.0,n5.0
a1980,b0,c0,d0.0,e0.0,f0,g33,h10,i0.0,j3.0,k0.0,l1.0,m10.0,n2342.0
a1980,b1,c0,d0.0,e0.0,f0,g33,h11,i2.0,j3.0,k1.0,l1.0,m12.0,n21.0
a1980,b3,c9,d4.0,e6.0,f0,g34,h1,i2.0,j3.0,k1.0,l1.0,m4.0,n5.0
a1980,b0,c0,d0.0,e0.0,f0,g35,h1,i0.0,j1.0,k0.0,l0.0,m9.0,n6.0
a1980,b1,c0,d0.0,e0.0,f0,g35,h2,i3.0,j2.0,k1.0,l1.0,m7.0,n20.0
a1980,b1,c1,d1.0,e4.0,f0,g35,h3,i2.0,j1.0,k1.0,l0.0,m19.0,n22.0
a1980,b0,c0,d0.0,e0.0,f0,g35,h4,i0.0,j0.0,k0.0,l0.0,m5.0,n5.0
a1980,b0,c0,d0.0,e0.0,f0,g35,h5,i0.0,j1.0,k0.0,l0.0,m6.0,n7.0
a1980,b3,c9,d3.0,e6.0,f0,g35,h6,i1.0,j2.0,k0.0,l1.0,m9.0,n6.0
a1980,b0,c0,d0.0,e0.0,f0,g35,h7,i0.0,j2.0,k0.0,l1.0,m9.0,n2342.0
a1980,b0,c0,d0.0,e0.0,f0,g35,h8,i0.0,j1.0,k0.0,l0.0,m8.0,n4.0
a1980,b1,c0,d0.0,e0.0,f0,g35,h9,i3.0,j4.0,k1.0,l1.0,m18.0,n28.0
a1980,b0,c0,d0.0,e0.0,f0,g35,h10,i0.0,j0.0,k0.0,l0.0,m9.0,n4.0
a1980,b0,c0,d0.0,e0.0,f0,g35,h11,i0.0,j0.0,k0.0,l0.0,m10.0,n4.0
a1980,b0,c0,d0.0,e0.0,f0,g35,h12,i2.0,j2.0,k1.0,l1.0,m8.0,n10.0
a1980,b1,c0,d0.0,e0.0,f0,g35,h13,i1.0,j0.0,k0.0,l0.0,m10.0,n27.0
a1980,b1,c0,d0.0,e0.0,f0,g35,h14,i0.0,j0.0,k0.0,l0.0,m23.0,n29.0
a1980,b0,c0,d0.0,e0.0,f0,g35,h15,i0.0,j1.0,k0.0,l0.0,m8.0,n4.0
a1980,b0,c0,d0.0,e0.0,f0,g35,h16,i0.0,j1.0,k0.0,l0.0,m8.0,n3.0
a1980,b0,c0,d1.0,e0.0,f0,g35,h17,i0.0,j2.0,k0.0,l1.0,m7.0,n5.0
a1980,b1,c0,d0.0,e0.0,f0,g35,h18,i0.0,j0.0,k0.0,l0.0,m14.0,n25.0
a1980,b0,c1,d1.0,e0.0,f0,g35,h19,i2.0,j3.0,k1.0,l1.0,m23.0,n15.0
a1980,b1,c0,d5.0,e2.0,f0,g35,h20,i0.0,j2342.0,k0.0,l2342.0,m23.0,n2342.0
a1980,b1,c0,d0.0,e0.0,f0,g35,h21,i1.0,j0.0,k0.0,l0.0,m32.0,n32.0
a1980,b2,c9,d4.0,e5.0,f0,g35,h22,i4.0,j5.0,k1.0,l2.0,m13.0,n29.0
a1980,b1,c0,d5.0,e2.0,f0,g35,h23,i1.0,j2342.0,k0.0,l2342.0,m7.0,n29.0
a1980,b1,c0,d0.0,e0.0,f0,g36,h1,i3.0,j2.0,k1.0,l1.0,m5.0,n25.0
a1980,b1,c1,d1.0,e0.0,f0,g36,h2,i3.0,j3.0,k1.0,l1.0,m10.0,n22.0
a1980,b1,c0,d5.0,e2.0,f0,g36,h3,i2.0,j2342.0,k1.0,l2342.0,m16.0,n2342.0
a1980,b2,c9,d0.0,e0.0,f0,g36,h4,i3.0,j2.0,k1.0,l1.0,m8.0,n25.0
a1980,b0,c0,d1.0,e4.0,f0,g36,h5,i1.0,j4.0,k0.0,l1.0,m5.0,n3.0
a1980,b1,c0,d0.0,e0.0,f0,g36,h6,i1.0,j0.0,k0.0,l0.0,m4.0,n29.0
a1980,b1,c0,d0.0,e0.0,f0,g37,h1,i4.0,j1.0,k1.0,l0.0,m10.0,n26.0
a1980,b1,c0,d0.0,e0.0,f0,g37,h2,i7.0,j7.0,k3.0,l3.0,m8.0,n28.0
a1980,b2,c9,d0.0,e0.0,f0,g37,h3,i3.0,j0.0,k1.0,l0.0,m21.0,n2342.0
a1980,b1,c0,d1.0,e0.0,f0,g37,h4,i3.0,j4.0,k1.0,l1.0,m9.0,n23.0
a1980,b2,c9,d2.0,e9.0,f0,g38,h1,i2.0,j2342.0,k1.0,l2342.0,m27.0,n29.0
a1980,b1,c1,d5.0,e2.0,f0,g38,h2,i2.0,j2342.0,k1.0,l2342.0,m32.0,n31.0
a1980,b1,c0,d0.0,e0.0,f0,g38,h3,i2.0,j0.0,k1.0,l0.0,m27.0,n29.0
a1980,b0,c1,d0.0,e0.0,f0,g38,h4,i3.0,j3.0,k1.0,l1.0,m10.0,n10.0
a1980,b0,c0,d0.0,e0.0,f0,g38,h5,i0.0,j2.0,k0.0,l1.0,m5.0,n3.0
a1980,b1,c0,d0.0,e0.0,f0,g38,h6,i1.0,j0.0,k0.0,l0.0,m8.0,n29.0
a1980,b1,c0,d1.0,e0.0,f0,g38,h7,i3.0,j3.0,k1.0,l1.0,m8.0,n17.0
a1980,b1,c0,d1.0,e0.0,f0,g38,h8,i3.0,j5.0,k1.0,l2.0,m7.0,n26.0
a1980,b0,c0,d5.0,e2.0,f0,g38,h9,i2342.0,j2.0,k2342.0,l1.0,m6.0,n4.0
a1980,b0,c0,d0.0,e0.0,f0,g38,h10,i0.0,j1.0,k0.0,l0.0,m9.0,n3.0
a1980,b1,c3,d0.0,e0.0,f0,g38,h11,i3.0,j2.0,k1.0,l1.0,m11.0,n24.0
a1980,b1,c0,d0.0,e0.0,f0,g38,h12,i2.0,j0.0,k1.0,l0.0,m13.0,n28.0
a1980,b0,c0,d0.0,e0.0,f0,g38,h13,i0.0,j2.0,k0.0,l1.0,m7.0,n4.0
a1980,b2,c9,d2.0,e5.0,f0,g38,h14,i2.0,j2.0,k1.0,l1.0,m26.0,n24.0
a1980,b0,c1,d1.0,e4.0,f0,g38,h15,i3.0,j4.0,k1.0,l1.0,m10.0,n12.0
a1980,b0,c0,d0.0,e0.0,f0,g38,h16,i0.0,j0.0,k0.0,l0.0,m4.0,n3.0
a1980,b1,c0,d1.0,e0.0,f0,g38,h17,i1.0,j1.0,k0.0,l0.0,m7.0,n25.0
a1980,b1,c0,d0.0,e0.0,f0,g38,h18,i1.0,j0.0,k0.0,l0.0,m11.0,n24.0
a1980,b0,c0,d1.0,e0.0,f0,g38,h19,i0.0,j0.0,k0.0,l0.0,m6.0,n3.0
a1980,b1,c0,d0.0,e0.0,f0,g38,h20,i1.0,j0.0,k0.0,l0.0,m21.0,n29.0
a1980,b1,c1,d0.0,e0.0,f0,g38,h21,i2.0,j0.0,k1.0,l0.0,m19.0,n20.0
a1980,b1,c0,d0.0,e0.0,f0,g38,h22,i1.0,j0.0,k0.0,l0.0,m23.0,n29.0
a1980,b0,c1,d0.0,e0.0,f0,g38,h23,i0.0,j1.0,k0.0,l0.0,m9.0,n11.0
a1980,b0,c0,d1.0,e4.0,f0,g38,h24,i2.0,j2.0,k1.0,l1.0,m12.0,n6.0
a1980,b1,c1,d0.0,e0.0,f0,g38,h25,i1.0,j0.0,k0.0,l0.0,m19.0,n20.0
a1980,b1,c0,d0.0,e0.0,f0,g39,h1,i0.0,j0.0,k0.0,l0.0,m23.0,n26.0
a1980,b1,c0,d0.0,e0.0,f0,g39,h2,i2.0,j3.0,k1.0,l1.0,m23.0,n20.0
a1980,b2,c9,d3.0,e6.0,f0,g40,h1,i2.0,j3.0,k1.0,l1.0,m11.0,n25.0
a1980,b0,c0,d1.0,e4.0,f0,g40,h2,i1.0,j3.0,k0.0,l1.0,m12.0,n9.0
a1980,b1,c0,d1.0,e4.0,f0,g40,h3,i2.0,j1.0,k1.0,l0.0,m19.0,n31.0
a1980,b0,c1,d5.0,e2.0,f0,g40,h4,i2342.0,j2.0,k2342.0,l1.0,m10.0,n12.0
a1980,b1,c0,d5.0,e2.0,f0,g40,h5,i1.0,j2342.0,k0.0,l2342.0,m22.0,n2342.0
a1980,b1,c0,d0.0,e0.0,f0,g40,h6,i2.0,j3.0,k1.0,l1.0,m22.0,n2342.0
a1980,b1,c1,d1.0,e4.0,f0,g41,h1,i3.0,j1.0,k1.0,l0.0,m7.0,n17.0
a1980,b3,c9,d4.0,e7.0,f0,g41,h2,i2.0,j3.0,k1.0,l1.0,m4.0,n10.0
a1980,b0,c0,d5.0,e2.0,f0,g42,h1,i2342.0,j2.0,k2342.0,l1.0,m7.0,n6.0
a1980,b0,c0,d0.0,e0.0,f0,g42,h2,i0.0,j2.0,k0.0,l1.0,m8.0,n2.0
a1980,b1,c0,d0.0,e0.0,f0,g42,h3,i2.0,j0.0,k1.0,l0.0,m9.0,n2342.0
a1980,b1,c0,d0.0,e0.0,f0,g42,h4,i1.0,j0.0,k0.0,l0.0,m24.0,n2342.0
a1980,b1,c1,d0.0,e0.0,f0,g42,h5,i3.0,j3.0,k1.0,l1.0,m25.0,n25.0
a1980,b0,c0,d5.0,e2.0,f0,g42,h6,i2342.0,j2.0,k2342.0,l1.0,m11.0,n4.0
a1980,b1,c0,d0.0,e0.0,f0,g42,h7,i1.0,j0.0,k0.0,l0.0,m14.0,n29.0
a1980,b1,c0,d5.0,e2.0,f0,g42,h8,i2.0,j2342.0,k1.0,l2342.0,m28.0,n29.0
a1980,b1,c0,d5.0,e2.0,f0,g43,h1,i1.0,j2342.0,k0.0,l2342.0,m18.0,n30.0
a1980,b1,c0,d0.0,e0.0,f0,g43,h2,i3.0,j0.0,k1.0,l0.0,m15.0,n29.0
a1980,b0,c0,d0.0,e0.0,f0,g43,h3,i0.0,j4.0,k0.0,l1.0,m3.0,n2342.0
a1980,b2,c9,d2.0,e5.0,f0,g43,h4,i4.0,j2.0,k1.0,l1.0,m8.0,n26.0
a1980,b1,c0,d0.0,e0.0,f0,g43,h5,i6.0,j5.0,k2.0,l2.0,m12.0,n18.0
a1980,b1,c1,d0.0,e0.0,f0,g43,h6,i1.0,j0.0,k0.0,l0.0,m10.0,n27.0
a1980,b0,c0,d0.0,e0.0,f0,g43,h7,i0.0,j2.0,k0.0,l1.0,m3.0,n1.0
a1980,b1,c0,d0.0,e0.0,f0,g43,h8,i5.0,j9.0,k2.0,l3.0,m21.0,n26.0
a1980,b1,c0,d5.0,e2.0,f0,g43,h9,i2.0,j2342.0,k1.0,l2342.0,m18.0,n26.0
a1980,b1,c0,d0.0,e0.0,f0,g43,h10,i4.0,j1.0,k1.0,l0.0,m14.0,n30.0
a1980,b1,c1,d5.0,e2.0,f0,g43,h11,i2.0,j2342.0,k1.0,l2342.0,m11.0,n19.0
a1980,b1,c0,d1.0,e0.0,f0,g43,h12,i11.0,j6.0,k4.0,l2.0,m12.0,n28.0
a1980,b1,c0,d0.0,e0.0,f0,g43,h13,i2.0,j1.0,k1.0,l0.0,m7.0,n29.0
a1980,b2,c9,d2.0,e5.0,f0,g43,h14,i7.0,j2.0,k3.0,l1.0,m13.0,n29.0
a1980,b1,c0,d0.0,e0.0,f0,g43,h15,i1.0,j0.0,k0.0,l0.0,m23.0,n27.0
a1980,b1,c0,d5.0,e2.0,f0,g43,h16,i0.0,j2342.0,k0.0,l2342.0,m9.0,n28.0
a1980,b1,c1,d5.0,e2.0,f0,g43,h17,i1.0,j2342.0,k0.0,l2342.0,m10.0,n28.0
a1980,b1,c1,d0.0,e0.0,f0,g43,h18,i2.0,j0.0,k1.0,l0.0,m29.0,n2342.0
a1980,b1,c1,d5.0,e2.0,f0,g43,h19,i2.0,j2342.0,k1.0,l2342.0,m4.0,n21.0
a1980,b1,c0,d0.0,e0.0,f0,g43,h20,i1.0,j0.0,k0.0,l0.0,m30.0,n2342.0
a1980,b0,c1,d0.0,e0.0,f0,g43,h21,i0.0,j4.0,k0.0,l1.0,m6.0,n9.0
a1980,b0,c1,d0.0,e0.0,f0,g43,h22,i7.0,j7.0,k3.0,l3.0,m8.0,n15.0
a1980,b1,c0,d0.0,e0.0,f0,g43,h23,i3.0,j0.0,k1.0,l0.0,m17.0,n2342.0
a1980,b1,c1,d1.0,e4.0,f0,g43,h24,i4.0,j2.0,k1.0,l1.0,m14.0,n22.0
a1980,b1,c0,d1.0,e4.0,f0,g44,h1,i3.0,j3.0,k1.0,l1.0,m2.0,n20.0
a1980,b0,c0,d1.0,e0.0,f0,g44,h2,i0.0,j3.0,k0.0,l1.0,m3.0,n7.0
a1980,b0,c0,d5.0,e2.0,f0,g45,h1,i2342.0,j1.0,k2342.0,l0.0,m12.0,n3.0
a1980,b0,c0,d5.0,e2.0,f0,g46,h1,i2342.0,j0.0,k2342.0,l0.0,m12.0,n4.0
a1980,b0,c0,d5.0,e2.0,f0,g46,h2,i2342.0,j0.0,k2342.0,l0.0,m10.0,n2342.0
a1980,b2,c9,d3.0,e0.0,f0,g46,h3,i0.0,j3.0,k0.0,l1.0,m9.0,n2342.0
a1980,b0,c0,d1.0,e0.0,f0,g46,h4,i1.0,j2.0,k0.0,l1.0,m20.0,n2342.0
a1980,b1,c0,d5.0,e2.0,f0,g46,h5,i0.0,j2342.0,k0.0,l2342.0,m9.0,n2342.0
a1980,b0,c0,d5.0,e2.0,f0,g46,h6,i2342.0,j2.0,k2342.0,l1.0,m10.0,n2342.0
a1980,b0,c0,d5.0,e2.0,f0,g46,h7,i2342.0,j0.0,k2342.0,l0.0,m7.0,n6.0
a1980,b1,c0,d1.0,e8.0,f0,g46,h8,i3.0,j5.0,k1.0,l2.0,m7.0,n19.0
a1980,b0,c0,d0.0,e0.0,f0,g46,h9,i0.0,j1.0,k0.0,l0.0,m14.0,n7.0
a1980,b1,c0,d0.0,e0.0,f0,g46,h10,i3.0,j5.0,k1.0,l2.0,m7.0,n21.0
a1980,b0,c0,d0.0,e0.0,f0,g47,h1,i0.0,j0.0,k0.0,l0.0,m13.0,n6.0
a1980,b1,c1,d0.0,e0.0,f0,g47,h2,i2.0,j0.0,k1.0,l0.0,m9.0,n19.0
a1980,b1,c0,d0.0,e0.0,f0,g47,h3,i1.0,j0.0,k0.0,l0.0,m10.0,n24.0
a1980,b1,c0,d1.0,e4.0,f0,g47,h4,i3.0,j5.0,k1.0,l2.0,m8.0,n26.0
