year,inc,fr,po1,po2,redist,state,dist,dexp_cat_gran,rexp_cat_gran,dexp_cat,rexp_cat,dpres_cat,dvp_cat
a1946,b0,c0,d1.0,e4.0,f0,g30,h1,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n15.0
a1946,b0,c1,d0.0,e0.0,f0,g30,h2,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n11.0
a1946,b0,c0,d0.0,e0.0,f0,g30,h3,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n9.0
a1946,b3,c9,d4.0,e5.0,f0,g30,h4,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n10.0
a1946,b0,c0,d1.0,e0.0,f0,g30,h5,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n9.0
a1946,b0,c0,d0.0,e0.0,f0,g30,h6,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n10.0
a1946,b0,c0,d0.0,e0.0,f0,g30,h7,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n6.0
a1946,b0,c0,d0.0,e0.0,f0,g30,h8,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n9.0
a1946,b0,c0,d0.0,e0.0,f0,g30,h9,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n7.0
a1946,b0,c0,d0.0,e0.0,f0,g30,h10,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n12.0
a1946,b0,c0,d0.0,e0.0,f0,g30,h11,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n12.0
a1946,b0,c0,d0.0,e0.0,f0,g30,h12,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n14.0
a1946,b1,c0,d0.0,e0.0,f0,g30,h13,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n29.0
a1946,b1,c0,d0.0,e0.0,f0,g30,h14,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n26.0
a1946,b1,c0,d0.0,e1.0,f0,g31,h1,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n2342.0
a1946,b2,c9,d4.0,e1.0,f0,g31,h2,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n2342.0
a1946,b3,c9,d3.0,e6.0,f0,g32,h1,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n5.0
a1946,b0,c0,d0.0,e0.0,f0,g32,h2,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n5.0
a1946,b0,c1,d0.0,e0.0,f0,g32,h3,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n8.0
a1946,b2,c9,d0.0,e0.0,f0,g32,h4,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n20.0
a1946,b2,c9,d2.0,e0.0,f0,g32,h5,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n22.0
a1946,b1,c0,d0.0,e0.0,f0,g32,h6,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n23.0
a1946,b1,c0,d0.0,e0.0,f0,g32,h7,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n26.0
a1946,b1,c0,d0.0,e0.0,f0,g32,h8,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n25.0
a1946,b1,c0,d0.0,e0.0,f0,g32,h9,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n27.0
a1946,b1,c0,d0.0,e0.0,f0,g32,h10,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n28.0
a1946,b1,c0,d0.0,e0.0,f0,g32,h11,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n27.0
a1946,b1,c1,d0.0,e0.0,f0,g32,h12,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n22.0
a1946,b1,c0,d0.0,e0.0,f0,g32,h13,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n25.0
a1946,b1,c1,d1.0,e0.0,f0,g32,h14,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n29.0
a1946,b1,c0,d0.0,e0.0,f0,g32,h15,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n31.0
a1946,b0,c0,d0.0,e0.0,f0,g32,h16,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n12.0
a1946,b3,c9,d3.0,e6.0,f0,g32,h17,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n9.0
a1946,b1,c0,d0.0,e0.0,f0,g32,h18,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n2342.0
a1946,b1,c3,d0.0,e0.0,f0,g32,h19,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n29.0
a1946,b1,c0,d0.0,e0.0,f0,g32,h20,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n29.0
a1946,b2,c9,d2.0,e5.0,f0,g32,h21,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n28.0
a1946,b1,c1,d0.0,e0.0,f0,g32,h22,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n2342.0
a1946,b1,c0,d0.0,e0.0,f0,g32,h23,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n30.0
a1946,b1,c1,d0.0,e0.0,f0,g32,h24,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n31.0
a1946,b1,c0,d1.0,e0.0,f0,g32,h25,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n28.0
a1946,b1,c1,d0.0,e0.0,f0,g32,h26,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n23.0
a1946,b0,c1,d0.0,e0.0,f0,g32,h27,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n7.0
a1946,b0,c0,d1.0,e0.0,f0,g32,h28,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n6.0
a1946,b2,c9,d3.0,e0.0,f0,g32,h29,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n20.0
a1946,b0,c0,d1.0,e4.0,f0,g32,h30,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n7.0
a1946,b0,c0,d1.0,e0.0,f0,g32,h31,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n8.0
a1946,b1,c0,d0.0,e0.0,f0,g32,h32,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n24.0
a1946,b0,c0,d0.0,e0.0,f0,g32,h33,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n6.0
a1946,b0,c0,d0.0,e0.0,f0,g32,h34,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n7.0
a1946,b0,c0,d1.0,e4.0,f0,g32,h35,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n13.0
a1946,b3,c9,d3.0,e0.0,f0,g32,h36,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n12.0
a1946,b0,c0,d0.0,e0.0,f0,g32,h37,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n5.0
a1946,b0,c0,d0.0,e0.0,f0,g32,h38,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n5.0
a1946,b0,c0,d0.0,e0.0,f0,g32,h39,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n4.0
a1946,b1,c1,d0.0,e0.0,f0,g32,h40,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n17.0
a1946,b0,c0,d0.0,e0.0,f0,g32,h41,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n7.0
a1946,b0,c0,d1.0,e0.0,f0,g32,h42,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n9.0
a1946,b0,c1,d0.0,e0.0,f0,g32,h43,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n14.0
a1946,b0,c0,d1.0,e0.0,f0,g32,h44,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n16.0
a1946,b0,c0,d0.0,e0.0,f0,g32,h45,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n6.0
a1946,b1,c0,d0.0,e0.0,f0,g33,h1,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n33.0
a1946,b1,c0,d5.0,e2.0,f0,g33,h2,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n2342.0
a1946,b1,c0,d0.0,e0.0,f0,g33,h3,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n29.0
a1946,b1,c0,d0.0,e0.0,f0,g33,h4,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n29.0
a1946,b1,c0,d0.0,e0.0,f0,g33,h5,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n27.0
a1946,b1,c0,d0.0,e0.0,f0,g33,h6,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n29.0
a1946,b1,c0,d0.0,e0.0,f0,g33,h7,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n30.0
a1946,b2,c9,d2.0,e0.0,f0,g33,h8,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n24.0
a1946,b1,c0,d0.0,e0.0,f0,g33,h9,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n24.0
a1946,b2,c9,d2.0,e5.0,f0,g33,h10,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n27.0
a1946,b1,c0,d0.0,e0.0,f0,g33,h11,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n27.0
a1946,b2,c9,d0.0,e0.0,f0,g33,h12,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n27.0
a1946,b0,c1,d0.0,e1.0,f0,g34,h1,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n2342.0
a1946,b0,c0,d0.0,e1.0,f0,g34,h2,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n2342.0
a1946,b0,c0,d0.0,e0.0,f0,g35,h1,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n10.0
a1946,b0,c0,d0.0,e0.0,f0,g35,h2,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n10.0
a1946,b1,c1,d1.0,e4.0,f0,g35,h3,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n20.0
a1946,b0,c0,d0.0,e0.0,f0,g35,h4,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n7.0
a1946,b0,c0,d0.0,e0.0,f0,g35,h5,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n5.0
a1946,b0,c0,d0.0,e0.0,f0,g35,h6,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n14.0
a1946,b0,c0,d0.0,e0.0,f0,g35,h7,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n7.0
a1946,b0,c0,d0.0,e0.0,f0,g35,h8,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n8.0
a1946,b0,c0,d1.0,e0.0,f0,g35,h9,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n14.0
a1946,b0,c0,d0.0,e0.0,f0,g35,h10,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n6.0
a1946,b0,c0,d1.0,e0.0,f0,g35,h11,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n12.0
a1946,b0,c0,d0.0,e0.0,f0,g35,h12,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n11.0
a1946,b0,c0,d0.0,e0.0,f0,g35,h13,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n2342.0
a1946,b1,c1,d0.0,e0.0,f0,g35,h14,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n18.0
a1946,b0,c0,d1.0,e8.0,f0,g35,h15,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n8.0
a1946,b1,c1,d1.0,e8.0,f0,g35,h16,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n21.0
a1946,b0,c0,d0.0,e0.0,f0,g35,h17,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n7.0
a1946,b0,c0,d1.0,e0.0,f0,g35,h18,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n14.0
a1946,b1,c0,d0.0,e0.0,f0,g35,h19,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n26.0
a1946,b1,c0,d0.0,e0.0,f0,g35,h20,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n30.0
a1946,b1,c0,d1.0,e0.0,f0,g35,h21,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n30.0
a1946,b0,c0,d0.0,e0.0,f0,g35,h22,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n9.0
a1946,b0,c0,d1.0,e4.0,f0,g35,h23,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n12.0
a1946,b0,c1,d1.0,e0.0,f0,g36,h1,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n14.0
a1946,b1,c1,d0.0,e0.0,f0,g36,h2,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n24.0
a1946,b2,c9,d0.0,e0.0,f0,g36,h3,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n30.0
a1946,b2,c9,d2.0,e5.0,f0,g36,h4,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n26.0
a1946,b1,c0,d0.0,e0.0,f0,g36,h5,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n26.0
a1946,b2,c9,d2.0,e0.0,f0,g36,h6,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n25.0
a1946,b2,c9,d0.0,e0.0,f0,g36,h7,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n29.0
a1946,b0,c0,d0.0,e0.0,f0,g36,h8,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n9.0
a1946,b3,c9,d4.0,e7.0,f0,g37,h1,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n6.0
a1946,b0,c0,d0.0,e0.0,f0,g37,h2,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n6.0
a1946,b0,c0,d1.0,e4.0,f0,g37,h3,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n10.0
a1946,b0,c0,d0.0,e0.0,f0,g37,h4,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n6.0
a1946,b1,c1,d1.0,e8.0,f0,g38,h1,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n24.0
a1946,b1,c1,d0.0,e0.0,f0,g38,h2,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n26.0
a1946,b2,c9,d0.0,e0.0,f0,g38,h3,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n24.0
a1946,b1,c0,d0.0,e0.0,f0,g38,h4,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n27.0
a1946,b1,c1,d0.0,e0.0,f0,g38,h5,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n22.0
a1946,b1,c1,d1.0,e8.0,f0,g38,h6,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n18.0
a1946,b3,c9,d0.0,e0.0,f0,g38,h7,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n14.0
a1946,b0,c0,d0.0,e0.0,f0,g38,h8,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n9.0
a1946,b3,c9,d3.0,e0.0,f0,g38,h9,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n7.0
a1946,b2,c9,d0.0,e0.0,f0,g38,h10,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n23.0
a1946,b1,c1,d0.0,e0.0,f0,g38,h11,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n20.0
a1946,b0,c0,d0.0,e0.0,f0,g38,h12,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n10.0
a1946,b1,c0,d1.0,e0.0,f0,g38,h13,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n23.0
a1946,b0,c0,d0.0,e0.0,f0,g38,h14,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n6.0
a1946,b0,c0,d0.0,e0.0,f0,g38,h15,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n7.0
a1946,b0,c0,d0.0,e0.0,f0,g38,h16,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n7.0
a1946,b0,c0,d1.0,e4.0,f0,g38,h17,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n6.0
a1946,b0,c0,d0.0,e0.0,f0,g38,h18,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n7.0
a1946,b0,c0,d0.0,e0.0,f0,g38,h19,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n6.0
a1946,b1,c0,d1.0,e0.0,f0,g38,h20,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n24.0
a1946,b0,c0,d1.0,e0.0,f0,g38,h21,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n13.0
a1946,b3,c9,d3.0,e8.0,f0,g38,h22,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n9.0
a1946,b2,c9,d4.0,e0.0,f0,g38,h23,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n22.0
a1946,b1,c1,d0.0,e0.0,f0,g38,h24,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n26.0
a1946,b0,c0,d0.0,e0.0,f0,g38,h25,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n16.0
a1946,b0,c0,d1.0,e4.0,f0,g38,h26,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n13.0
a1946,b1,c0,d0.0,e0.0,f0,g38,h27,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n25.0
a1946,b3,c9,d0.0,e0.0,f0,g38,h28,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n11.0
a1946,b3,c9,d2.0,e8.0,f0,g38,h29,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n16.0
a1946,b0,c1,d0.0,e0.0,f0,g38,h30,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n14.0
a1946,b0,c1,d0.0,e0.0,f0,g38,h31,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n12.0
a1946,b1,c0,d0.0,e0.0,f0,g38,h32,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n29.0
a1946,b2,c9,d2.0,e0.0,f0,g38,h33,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n28.0
a1946,b1,c0,d0.0,e0.0,f0,g39,h1,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n26.0
a1946,b1,c0,d0.0,e0.0,f0,g39,h2,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n24.0
a1946,b1,c0,d5.0,e2.0,f0,g40,h1,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n2342.0
a1946,b1,c1,d5.0,e2.0,f0,g40,h2,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n2342.0
a1946,b2,c9,d7.0,e5.0,f0,g40,h3,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n2342.0
a1946,b1,c0,d5.0,e2.0,f0,g40,h4,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n2342.0
a1946,b1,c0,d5.0,e2.0,f0,g40,h5,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n2342.0
a1946,b1,c0,d5.0,e2.0,f0,g40,h6,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n2342.0
a1946,b0,c0,d0.0,e0.0,f0,g41,h1,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n6.0
a1946,b0,c0,d0.0,e0.0,f0,g41,h2,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n5.0
a1946,b3,c9,d3.0,e2.0,f0,g42,h1,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n2342.0
a1946,b0,c0,d5.0,e2.0,f0,g42,h2,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n10.0
a1946,b1,c0,d5.0,e2.0,f0,g42,h3,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n29.0
a1946,b1,c0,d0.0,e0.0,f0,g42,h4,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n28.0
a1946,b2,c9,d7.0,e2.0,f0,g42,h5,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n32.0
a1946,b1,c0,d0.0,e0.0,f0,g42,h6,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n2342.0
a1946,b1,c0,d5.0,e2.0,f0,g42,h7,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n2342.0
a1946,b1,c0,d5.0,e2.0,f0,g42,h8,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n27.0
a1946,b1,c0,d5.0,e2.0,f0,g42,h9,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n32.0
a1946,b1,c0,d5.0,e2.0,f0,g42,h10,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n2342.0
a1946,b1,c0,d5.0,e2.0,f0,g43,h1,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n2342.0
a1946,b1,c1,d5.0,e2.0,f0,g43,h2,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n33.0
a1946,b1,c0,d5.0,e2.0,f0,g43,h3,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n33.0
a1946,b1,c0,d0.0,e0.0,f0,g43,h4,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n2342.0
a1946,b2,c9,d2.0,e0.0,f0,g43,h5,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n29.0
a1946,b2,c9,d0.0,e0.0,f0,g43,h6,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n2342.0
a1946,b1,c1,d5.0,e2.0,f0,g43,h7,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n2342.0
a1946,b1,c0,d0.0,e0.0,f0,g43,h8,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n33.0
a1946,b1,c0,d5.0,e2.0,f0,g43,h9,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n33.0
a1946,b1,c0,d5.0,e2.0,f0,g43,h10,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n33.0
a1946,b1,c0,d5.0,e2.0,f0,g43,h11,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n2342.0
a1946,b2,c9,d0.0,e0.0,f0,g43,h12,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n2342.0
a1946,b1,c0,d5.0,e2.0,f0,g43,h13,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n2342.0
a1946,b1,c1,d5.0,e2.0,f0,g43,h14,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n2342.0
a1946,b1,c0,d5.0,e2.0,f0,g43,h15,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n2342.0
a1946,b1,c0,d5.0,e2.0,f0,g43,h16,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n2342.0
a1946,b2,c9,d2.0,e2.0,f0,g43,h17,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n2342.0
a1946,b1,c0,d0.0,e0.0,f0,g43,h18,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n33.0
a1946,b1,c0,d0.0,e0.0,f0,g43,h19,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n2342.0
a1946,b1,c0,d5.0,e2.0,f0,g43,h20,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n2342.0
a1946,b1,c0,d5.0,e2.0,f0,g43,h21,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n32.0
a1946,b1,c0,d1.0,e0.0,f0,g44,h1,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n24.0
a1946,b1,c0,d1.0,e4.0,f0,g44,h2,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n26.0
a1946,b0,c0,d0.0,e0.0,f0,g45,h1,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n7.0
a1946,b1,c0,d0.0,e0.0,f0,g46,h1,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n31.0
a1946,b2,c9,d2.0,e0.0,f0,g46,h2,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n28.0
a1946,b2,c9,d2.0,e5.0,f0,g46,h3,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n2342.0
a1946,b1,c0,d5.0,e2.0,f0,g46,h4,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n2342.0
a1946,b1,c3,d0.0,e0.0,f0,g46,h5,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n2342.0
a1946,b2,c9,d0.0,e0.0,f0,g46,h6,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n26.0
a1946,b1,c3,d0.0,e0.0,f0,g46,h7,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n25.0
a1946,b1,c0,d0.0,e0.0,f0,g46,h8,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n2342.0
a1946,b1,c0,d0.0,e0.0,f0,g46,h9,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n23.0
a1946,b1,c1,d1.0,e0.0,f0,g47,h1,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n21.0
a1946,b1,c0,d1.0,e4.0,f0,g47,h2,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n25.0
a1946,b1,c1,d1.0,e4.0,f0,g47,h3,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n19.0
a1946,b0,c0,d1.0,e4.0,f0,g47,h4,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n8.0
a1946,b0,c0,d0.0,e0.0,f0,g47,h5,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n13.0
a1946,b1,c0,d1.0,e0.0,f0,g47,h6,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n26.0
a1946,b1,c0,d0.0,e0.0,f0,g48,h1,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n17.0
a1946,b1,c0,d1.0,e0.0,f0,g48,h2,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n22.0
a1946,b1,c1,d1.0,e8.0,f0,g48,h3,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n20.0
a1946,b0,c0,d0.0,e0.0,f0,g48,h4,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n14.0
a1946,b1,c0,d0.0,e0.0,f0,g48,h5,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n26.0
a1946,b1,c1,d1.0,e0.0,f0,g48,h6,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n24.0
a1946,b0,c0,d0.0,e0.0,f0,g49,h1,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n2342.0
a1946,b0,c1,d0.0,e0.0,f0,g49,h2,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n5.0
a1946,b0,c0,d5.0,e2.0,f0,g49,h3,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n4.0
a1946,b2,c9,d3.0,e0.0,f0,g49,h4,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n27.0
a1946,b1,c1,d0.0,e0.0,f0,g49,h5,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n20.0
a1946,b0,c0,d0.0,e0.0,f0,g49,h6,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n5.0
a1946,b0,c0,d0.0,e0.0,f0,g49,h7,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n5.0
a1946,b0,c1,d0.0,e0.0,f0,g49,h8,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n2342.0
a1946,b0,c0,d5.0,e2.0,f0,g49,h9,i2342.0,j2342.0,k2342.0,l2342.0,m2342.0,n2342.0
